Identifier,Grade,Centering,Surface,Corners,Edges
3757764154,9.5,9.5,9.5,9.5,9.5
3757764155,7.5,10.0,6.5,10.0,10.0
3757764156,8.5,10.0,8.0,10.0,9.5
3757764157,9.0,10.0,8.5,10.0,9.5
3757764158,9.5,9.5,9.5,10.0,9.5
3757764159,9.5,10.0,9.0,9.5,9.5
3757764160,9.5,9.5,9.0,10.0,9.5
3757764161,9.5,9.5,9.0,10.0,10.0
3757764162,9.0,8.5,9.0,9.0,9.0
3757764164,8.5,9.5,8.5,8.5,9.0
3757764165,9.5,9.0,9.5,9.5,9.5
3757764166,8.5,9.5,8.5,8.5,9.0
3757764167,8.5,9.0,8.5,8.5,8.5
3757764168,8.5,9.5,8.0,8.5,9.5
3757764169,9.0,9.5,8.5,9.0,9.5
3757764170,8.5,9.5,8.5,9.0,8.5
3757764171,8.5,9.0,8.0,8.5,8.5
3757764172,8.5,8.5,8.5,8.5,9.0
3757764173,8.0,9.0,8.0,7.0,9.0
3757764174,8.5,9.5,8.5,8.5,8.5
3757764175,8.5,8.5,9.0,8.5,9.0
3757764176,9.0,8.5,9.0,9.5,9.5
3757764177,9.5,9.5,9.5,9.5,9.5
3757764178,8.5,8.5,8.5,9.5,9.5
3757764179,9.0,9.0,9.0,9.5,9.5
3757764180,6.5,10.0,5.5,8.5,8.5
3757764181,8.0,8.0,8.0,8.5,9.0
3757764182,9.5,9.5,9.5,9.5,9.5
3757764183,9.5,10.0,9.5,9.5,9.5
3757764184,9.5,9.5,9.0,9.5,9.5
3757764185,9.5,9.0,9.5,9.5,9.5
3757764186,9.5,9.0,9.5,9.5,9.5
3757764187,8.5,8.5,8.5,9.5,8.5
3757764188,9.5,9.0,9.5,9.5,9.5
3757764189,9.5,9.5,9.5,9.5,9.5
3757764190,9.5,9.5,9.5,9.5,9.5
3757764191,9.0,9.5,9.5,8.5,9.5
3757796001,5.0,8.5,4.0,5.5,6.0
3757796002,9.0,9.0,9.0,8.5,9.0
3757796003,9.0,9.0,9.0,9.0,8.5
3757796004,9.0,8.5,9.0,9.0,9.0
3757796005,8.5,10.0,9.0,9.0,8.0
3757796006,9.5,10.0,9.5,10.0,9.5
3757796007,9.5,10.0,9.0,10.0,10.0
3757796008,9.5,9.0,9.5,10.0,9.5
3757796009,8.0,8.0,8.0,8.5,8.0
3757796010,5.0,8.0,4.0,5.5,6.0
3757796011,3.5,9.0,2.5,3.5,4.0
3757796012,9.0,9.0,9.0,9.5,9.5
3757796013,9.5,9.5,10.0,10.0,9.5
3757796014,9.5,9.5,10.0,10.0,9.5
3757796015,9.0,10.0,8.5,9.5,10.0
3757796016,9.5,9.0,9.5,9.5,10.0
3757796017,9.5,9.5,9.5,10.0,9.5
3757796018,9.5,9.5,9.5,9.5,9.5
3757796019,9.5,9.5,9.5,9.5,9.5
3757796020,8.0,8.5,8.0,7.5,8.0
3757796021,9.0,8.5,9.5,10.0,9.5
3757796022,9.0,8.5,9.5,10.0,9.5
3757796023,9.5,9.0,9.5,9.5,9.5
3757796024,9.5,9.5,9.5,9.0,9.5
3757796025,8.5,9.0,8.5,8.5,9.0
3757796026,9.5,9.5,9.5,9.0,9.5
3757796027,9.5,9.5,9.5,9.0,10.0
3757796028,9.5,9.5,10.0,9.5,9.5
3757796029,9.5,9.5,9.5,9.5,10.0
3757796030,8.5,8.5,8.0,9.0,9.0
3757796031,8.5,8.0,9.0,9.0,9.0
3757796032,9.0,9.5,9.0,9.0,9.0
3757796033,9.0,8.5,9.0,9.0,9.0
3757796034,9.0,9.0,9.0,9.0,9.5
3757796035,9.0,9.0,9.0,9.0,9.5
3757796036,8.5,9.0,8.0,9.5,10.0
3757796037,9.5,9.0,9.5,9.5,9.5
3757796038,9.0,8.5,9.0,9.0,9.0
3757796039,9.0,8.5,9.5,9.0,9.5
3757796040,9.0,9.0,9.0,9.5,10.0
3757796041,9.0,9.0,9.0,9.5,9.0
3757796042,9.0,9.0,9.0,9.5,9.5
3757817001,10.0,9.5,9.5,10.0,10.0
3757817002,9.0,9.0,9.0,10.0,9.5
3757817003,9.0,8.5,9.5,10.0,10.0
3757817004,9.0,8.5,9.5,10.0,10.0
3757817005,9.0,8.5,9.5,9.0,9.5
3757817006,8.5,9.5,8.0,9.0,9.5
3757817007,9.0,9.0,9.5,9.0,9.5
3757817008,9.5,9.0,10.0,10.0,9.5
3757817009,9.5,10.0,9.5,9.0,9.5
3757817010,8.0,9.0,8.5,7.5,9.0
3757817011,9.0,9.0,9.5,9.0,9.5
3757817012,8.5,9.0,9.0,9.0,8.0
3757817013,8.5,9.0,8.5,9.0,8.5
3757817015,8.5,9.0,8.5,9.5,8.5
3757817016,7.0,9.5,8.0,6.5,7.0
3757817017,8.0,8.5,8.0,7.5,8.0
3757817018,5.5,8.5,4.5,6.5,7.5
3757817019,9.0,9.5,9.0,8.5,9.0
3757817020,9.0,8.0,9.5,10.0,10.0
3757817021,9.5,9.5,9.5,10.0,9.5
3757817023,9.5,9.5,9.5,10.0,10.0
3757817024,9.0,8.5,9.5,9.5,9.5
3757817025,9.0,9.0,8.5,9.5,9.0
3757817026,9.5,9.5,10.0,9.0,9.5
3757817027,9.0,9.5,9.5,9.5,8.5
3757817028,9.0,8.5,9.5,9.5,9.5
3757817029,9.0,8.5,10.0,9.5,9.0
3757817030,8.5,8.5,8.0,9.5,9.5
3757817031,9.5,9.5,9.0,9.5,9.5
3757817032,9.0,8.5,9.5,10.0,10.0
3757817033,9.5,9.0,9.5,9.5,9.5
3757817034,9.5,9.5,9.5,10.0,10.0
3757817035,9.0,8.5,10.0,9.5,9.0
3757817036,9.5,9.5,9.0,9.5,10.0
3757817037,9.5,9.5,9.0,10.0,9.5
3757817038,9.5,9.0,9.5,9.5,9.5
3757817039,9.0,9.5,8.5,9.5,9.5
3757817040,9.0,9.0,9.5,9.0,8.5
3757817041,9.5,9.5,9.5,9.5,9.5
3757817042,9.0,9.5,9.0,10.0,9.0
3757817043,9.0,8.5,9.0,10.0,9.5
3757817044,9.5,9.5,9.5,9.5,10.0
3757817045,10.0,10.0,10.0,9.5,10.0
3757817046,9.0,9.0,9.0,8.5,9.0
3757817047,8.5,9.0,8.5,9.0,8.5
3757817048,9.5,9.5,9.5,9.5,9.5
3757817049,9.5,9.5,9.5,10.0,9.5
3757817051,9.0,9.5,9.0,9.0,9.5
3757817052,9.0,9.0,9.0,9.0,9.5
3757817054,8.5,8.5,8.5,9.0,9.0
3757817055,8.5,9.5,8.5,8.5,9.0
3757817056,8.0,9.5,8.5,8.0,8.0
3757817058,8.5,9.5,9.5,8.0,9.0
3757817059,9.0,9.5,9.0,9.0,9.0
3757817060,9.0,8.5,9.0,9.0,9.0
3757817061,9.0,9.0,9.0,9.0,9.0
3757817062,8.5,9.5,8.5,8.5,8.0
3757817063,9.0,9.0,8.5,9.0,9.5
3757817064,10.0,10.0,10.0,10.0,9.5
3757817065,9.0,8.5,9.0,9.0,9.0
3757817066,8.5,9.5,8.5,8.5,8.5
3757817067,9.5,9.0,9.5,9.5,9.5
3757817068,9.0,9.5,9.5,9.0,9.0
3757817069,10.0,10.0,9.5,10.0,10.0
3757817070,9.5,9.5,10.0,9.5,9.5
3757817071,7.5,9.0,8.0,7.5,7.5
3757817072,7.5,10.0,8.0,7.5,7.0
3757817073,2.5,9.5,1.5,4.0,5.5
3757817074,7.5,8.5,8.0,7.5,7.5
3757817075,8.0,9.0,8.0,8.5,8.0
3757817076,8.0,9.5,8.0,8.0,8.0
3757817077,9.0,9.0,9.0,8.5,9.0
3757817078,8.5,9.5,8.0,8.5,8.5
3757817079,8.0,9.5,8.0,8.5,7.5
3757817080,9.0,9.5,9.0,9.0,9.0
3757817081,9.0,9.5,9.0,9.0,9.5
3757817082,9.0,9.0,9.0,9.0,9.0
3757817083,8.5,9.5,9.0,8.5,8.5
3757817084,9.5,9.5,9.5,10.0,10.0
3757817085,9.5,9.5,9.0,10.0,9.5
3757817086,9.5,9.5,9.5,9.5,9.5
3757817087,9.5,10.0,9.0,10.0,9.5
3757817088,9.5,9.5,9.5,10.0,9.5
3757817089,9.5,9.5,9.5,9.5,9.5
3757817090,9.5,9.0,10.0,10.0,9.5
3757817091,5.5,9.0,4.5,8.0,8.0
3757817092,9.5,9.5,10.0,10.0,9.5
3757817093,9.5,9.0,10.0,10.0,9.5
3757817094,9.5,9.0,10.0,10.0,10.0
3757817095,10.0,10.0,10.0,10.0,9.5
3757817096,9.5,9.5,9.5,10.0,10.0
3757817097,9.5,9.0,9.5,9.5,9.5
3757817098,9.5,9.5,10.0,10.0,9.5
3757817099,9.5,9.5,9.5,10.0,10.0
3757817100,9.5,10.0,9.5,10.0,9.5
3757817101,9.0,9.0,10.0,10.0,9.0
3757817102,10.0,10.0,9.5,10.0,10.0
3757817103,9.5,9.5,10.0,9.5,9.5
3757817104,9.5,9.5,10.0,9.5,10.0
3757817105,10.0,9.5,10.0,10.0,10.0
3757817106,10.0,10.0,10.0,9.5,10.0
3757817107,10.0,10.0,10.0,10.0,10.0
3757817108,9.5,9.5,10.0,9.5,9.5
3757817109,9.5,9.5,10.0,10.0,9.5
3757817110,9.5,9.5,9.5,9.5,10.0
3757817111,9.0,10.0,9.0,8.5,9.0
3757817112,9.0,10.0,9.0,8.5,9.0
3757817113,6.5,9.5,6.5,6.5,6.0
3757817114,6.5,9.0,7.5,6.0,6.5
3757817115,8.5,8.5,8.5,8.5,9.0
3757817116,8.0,8.5,7.5,9.5,9.0
3757817117,5.0,9.0,4.0,6.0,8.5
3757817118,2.5,8.5,2.5,2.0,4.5
3757817119,6.0,9.5,6.5,6.0,5.5
3757817120,7.5,9.5,8.5,7.0,7.5
3757817121,5.5,9.0,4.5,9.0,8.0
3757817122,9.0,9.5,9.0,8.5,9.0
3757817123,8.0,9.0,8.0,8.5,8.0
3757817124,9.0,9.0,8.5,9.0,9.0
3757817126,7.0,9.0,6.0,8.0,8.5
3757817127,8.5,8.5,8.0,8.5,9.0
3757817128,9.0,9.5,9.5,9.0,8.5
3757817129,6.5,9.0,6.5,6.5,7.0
3757817130,8.5,9.0,8.5,8.5,9.0
3757817131,8.5,9.5,8.5,8.5,9.0
3757817132,6.5,9.5,5.5,6.5,7.0
3757817133,8.0,9.0,8.0,8.0,8.0
3757817134,6.5,8.5,5.5,9.0,8.0
3757817135,9.0,9.5,9.0,9.0,9.0
3757817136,8.5,9.5,8.5,8.5,8.0
3757817137,8.0,9.5,8.5,7.5,8.0
3757817138,8.5,8.5,8.0,9.0,9.0
3757817139,6.5,9.0,7.5,6.5,6.5
3757817140,6.5,9.5,7.5,6.5,6.5
3757817141,7.5,9.5,7.5,8.0,7.5
3757817142,8.0,9.5,8.0,8.5,8.0
3757817143,9.0,9.5,9.0,9.0,9.0
3757817144,8.0,9.5,7.5,8.5,9.0
3759175001,9.0,8.5,9.0,9.5,9.5
3759175002,9.5,9.5,9.5,9.5,9.5
3759175003,9.5,9.5,9.0,9.5,9.5
3759175004,9.0,9.5,9.0,9.0,9.5
3759175005,9.0,9.0,9.0,9.5,9.5
3759175006,9.0,9.0,9.0,9.5,9.5
3759175007,8.5,8.5,8.0,9.5,9.5
3759175008,6.0,9.0,5.0,7.0,7.0
3759175009,8.0,9.0,7.0,9.5,9.5
3759175010,8.5,8.5,8.5,8.5,9.0
3759175011,8.5,9.0,8.0,8.5,9.0
3759175012,8.5,9.5,8.5,8.5,9.0
3759175013,8.0,9.0,7.5,9.0,9.0
3759175014,9.0,9.5,8.5,9.5,9.0
3759175016,9.0,8.5,9.5,10.0,9.5
3759175017,9.0,8.5,10.0,9.5,9.5
3759175018,9.0,9.5,9.0,9.0,9.0
3759175019,9.0,9.5,9.0,9.5,9.0
3759175020,9.5,9.5,9.5,9.5,9.5
3759175021,9.0,10.0,9.0,9.5,9.0
3759175022,9.5,10.0,9.5,10.0,9.0
3759175023,9.5,9.5,9.5,9.5,9.0
3759175024,9.5,9.5,9.0,10.0,9.5
3759175025,9.5,9.5,9.5,9.5,10.0
3759175026,8.0,9.5,7.5,9.0,9.5
3759175027,10.0,10.0,9.5,10.0,10.0
3759175028,10.0,10.0,10.0,9.5,10.0
3759175029,8.5,9.0,8.0,9.0,8.5
3759175030,8.0,9.5,7.5,8.5,9.5
3759175031,8.5,9.0,8.0,9.0,9.0
3759175032,9.0,9.5,9.5,9.0,9.0
3759175033,8.0,9.5,7.5,9.0,8.0
3759175034,9.0,9.5,9.5,9.0,9.0
3759175035,8.0,9.5,7.5,8.5,8.5
3759175036,8.0,9.5,7.0,8.0,8.5
3759175037,9.0,9.0,9.5,9.5,9.0
3759175038,9.0,10.0,9.0,9.0,9.5
3759175039,8.0,9.5,8.5,8.5,7.5
3759175040,8.5,9.5,8.5,9.0,8.0
3759175041,8.0,8.5,7.0,10.0,8.0
3759175042,8.0,9.0,7.5,9.5,8.5
3759175043,9.0,8.5,9.5,9.5,9.0
3759175044,9.0,9.0,9.5,9.5,9.0
3759175045,8.5,9.5,8.0,9.5,9.0
3759175046,8.0,9.0,8.0,8.0,8.5
3759175047,8.5,8.5,8.0,8.5,8.5
3759175048,8.5,8.5,8.5,8.5,9.0
3759175049,8.5,8.5,8.5,8.5,9.0
3759175050,8.5,9.0,8.5,8.5,9.0
3759175051,8.5,8.5,8.5,8.5,9.0
3759175052,8.5,8.5,8.5,8.5,9.0
3759175053,8.5,8.5,8.5,10.0,9.5
3759175054,7.5,9.5,8.0,7.5,7.5
3759175055,9.0,9.0,9.0,9.5,9.5
3760192001,8.0,9.0,8.0,7.5,8.5
3760192003,7.0,9.0,7.0,7.0,7.5
3760192004,7.0,9.5,6.5,7.5,7.0
3760192005,8.0,9.5,7.5,9.0,8.5
3760192006,9.0,9.5,8.5,9.0,9.5
3760192007,9.5,9.0,9.5,9.5,9.5
3760192008,8.0,8.5,7.5,8.0,8.0
3760192009,8.0,8.5,8.0,7.5,8.0
3760192010,8.0,8.5,8.5,8.0,8.0
3760192011,7.0,9.0,6.0,8.5,9.0
3760192012,8.0,8.5,8.0,8.0,8.0
3760192013,7.0,8.5,6.0,8.0,8.5
3760192014,9.0,9.5,9.0,8.5,9.0
3760192015,8.0,8.5,7.0,8.5,8.5
3760192016,8.5,8.5,8.0,9.0,9.0
3760192017,8.5,9.5,8.0,9.5,9.0
3760192018,8.5,8.5,9.0,8.5,9.0
3760192019,8.5,8.5,8.0,8.5,9.0
3760192020,5.0,8.5,4.0,8.0,7.0
3760192021,8.5,9.0,8.5,8.5,9.5
3760192022,9.0,8.5,9.5,9.5,9.5
3760192023,8.5,9.5,8.5,9.0,8.5
3760192024,8.0,9.0,8.5,7.5,8.0
3760202001,6.5,8.5,7.0,6.5,6.5
3760202004,6.0,8.0,5.5,6.5,6.0
3760202005,4.0,9.0,3.0,5.5,5.5
3760202006,6.0,8.5,5.0,6.5,6.0
3760202007,4.0,8.5,4.0,4.0,4.0
3760202008,5.0,9.0,4.0,5.5,5.5
3760202009,4.0,8.5,3.0,4.5,4.5
3760202011,9.0,9.0,9.0,8.5,9.0
3760202012,5.5,9.0,4.5,5.5,6.5
3760202013,9.0,9.5,8.5,9.0,9.0
3760202014,7.0,9.0,7.0,7.0,6.5
3760202015,5.5,9.0,6.0,5.5,4.5
3760202016,4.5,9.0,6.5,4.5,4.5
3760202017,5.5,9.0,4.5,7.0,5.5
3760202018,7.0,9.0,7.0,7.5,6.5
3760202019,7.0,9.0,6.5,7.0,7.0
3760202020,6.5,8.5,5.5,7.5,7.0
3760202021,8.0,8.5,8.0,8.0,8.0
3760202023,6.0,8.5,6.0,6.0,6.5
3760202024,8.0,9.0,8.0,7.5,8.0
3760202025,7.5,9.0,8.0,7.0,8.0
3760202026,8.0,8.5,8.5,8.0,7.5
3760202027,8.0,9.0,8.0,8.5,7.0
3760202028,8.0,8.5,7.5,8.0,8.5
3760202029,8.0,9.0,8.0,7.5,8.0
3760202030,7.0,9.0,7.0,6.5,7.0
3760202031,8.0,8.5,9.0,8.0,7.5
3760202032,7.5,8.0,6.5,9.5,9.0
3760202033,7.5,9.0,6.5,8.0,7.5
3760202034,8.0,8.5,8.5,8.0,8.0
3760202035,8.0,8.0,8.0,8.0,7.5
3760202036,9.0,9.0,8.5,10.0,9.0
3760202037,7.5,8.5,8.0,8.0,7.0
3760202038,8.0,9.0,8.0,8.0,8.5
3760202039,7.5,8.5,8.0,7.5,6.5
3760202040,8.5,8.5,9.0,8.5,8.5
3760202041,7.0,9.0,7.5,8.0,6.0
3760202042,6.0,9.5,6.5,6.0,5.5
3760202043,8.0,8.5,8.0,8.5,8.0
3760202044,8.5,9.5,8.5,8.0,8.5
3760202045,8.5,9.0,8.0,9.0,9.0
3760202046,6.0,8.5,5.0,8.0,7.5
3760202047,7.5,8.5,7.5,8.0,7.5
3760202048,8.0,9.0,8.5,7.0,8.0
3760202049,8.0,8.5,7.0,9.5,9.0
3760202050,7.0,8.5,6.0,8.0,8.0
3760202051,8.5,9.0,9.0,8.5,8.0
3760202053,7.0,9.5,8.0,7.0,7.0
3760202054,8.5,9.0,8.5,8.5,8.0
3760202055,7.0,9.0,7.0,7.5,6.5
3760202056,8.5,9.0,8.5,9.0,8.0
3760202057,8.0,9.0,7.5,9.5,8.5
3760202058,6.5,9.0,6.0,7.5,6.5
3760202059,8.0,8.5,7.5,8.5,8.0
3760202060,7.0,9.0,7.0,8.0,7.0
3760202061,8.0,9.0,8.5,7.5,8.0
3761026001,7.5,9.0,6.5,8.5,8.5
3761026002,9.0,9.5,9.0,9.0,9.0
3761026003,8.0,9.5,7.0,9.5,9.0
3761026004,8.0,9.5,7.5,9.0,9.5
3761026005,9.0,9.5,8.5,9.0,9.0
3761026006,8.5,9.5,8.5,9.0,8.5
3761026007,9.0,9.0,8.5,9.5,9.0
3761026008,9.5,9.5,9.0,9.5,9.5
3761026009,9.0,9.5,9.0,9.5,9.0
3761026010,9.0,9.5,9.0,9.5,9.0
3761026011,9.5,9.0,9.5,9.5,9.5
3761026012,9.0,9.0,9.0,9.5,9.5
3761026013,9.0,8.5,9.5,9.5,9.0
3761026014,9.0,9.0,9.0,9.5,9.5
3761026015,9.0,8.5,9.0,9.0,9.0
3761026016,9.0,8.5,9.0,9.5,9.5
3761026017,9.0,9.5,9.0,9.5,9.0
3761026018,9.0,9.0,9.0,9.0,9.5
3761026019,9.0,8.5,9.0,9.5,9.0
3761026020,8.5,8.5,8.0,9.5,9.5
3761026021,9.0,8.5,9.5,9.5,9.0
3761026022,9.0,9.0,9.0,9.0,9.5
3761026023,8.5,8.5,8.5,9.5,9.0
3761026024,9.0,8.5,9.5,9.5,9.0
3761026025,9.0,9.0,9.0,9.5,9.5
3761026026,9.0,8.5,9.0,9.5,9.0
3761026027,8.0,8.5,7.0,9.5,9.0
3761026028,8.0,9.5,7.5,9.0,9.5
3761026029,9.0,8.5,9.5,9.0,9.5
3761026030,9.0,9.0,9.5,9.5,9.0
3761026031,9.0,9.0,8.5,9.0,9.0
3761026032,9.0,9.5,9.0,9.5,9.0
3761026034,8.5,9.5,8.5,8.5,9.0
3761026035,8.5,8.5,8.5,8.5,9.0
3761026036,8.0,9.5,9.0,7.5,9.0
3761026037,8.5,8.5,9.0,8.5,8.5
3761026038,8.5,8.5,8.5,9.5,9.5
3761026039,8.5,9.0,8.0,8.5,9.0
3761026040,8.0,9.0,8.5,7.5,8.5
3761026041,9.0,9.0,9.0,8.5,9.0
3761026042,8.5,9.0,8.5,8.5,9.0
3761026043,8.5,8.5,9.0,8.5,8.0
3761026044,8.5,9.5,8.5,9.0,8.5
3761026046,8.5,9.5,8.0,9.0,9.5
3761026047,9.5,9.5,9.0,9.5,9.5
3761026048,9.0,9.0,9.0,9.5,9.5
3761026049,9.0,8.5,9.0,9.5,9.0
3761026050,7.5,9.5,8.0,7.5,7.0
3761026051,8.0,9.0,7.5,8.5,8.5
3761026052,9.0,9.0,8.5,9.5,9.5
3761026053,9.0,9.0,8.5,9.5,9.0
3761026054,9.0,9.5,9.0,9.5,9.0
3761026055,9.0,9.0,8.5,9.0,9.5
3761026056,8.5,9.5,8.0,9.0,9.0
3761026058,9.0,8.5,9.0,9.0,9.5
3761026059,8.5,8.5,8.5,9.5,9.5
3761026060,8.5,8.5,8.0,9.0,8.5
3761026061,8.5,8.5,8.5,9.5,9.0
3761026062,9.5,9.5,9.5,9.5,9.5
3761026063,9.5,9.0,9.5,9.5,9.5
3761026064,8.0,8.0,7.5,9.5,9.5
3761026065,9.0,9.0,9.0,9.5,9.0
3761026066,8.5,9.5,8.0,9.5,9.5
3761026068,9.0,9.0,9.0,9.5,9.5
3761026069,8.0,9.0,7.5,8.5,8.5
3761026070,8.5,8.5,8.5,9.5,9.5
3761026071,8.5,9.0,8.0,9.0,9.0
3761026072,9.0,9.0,9.0,9.5,9.5
3761026073,9.0,9.0,9.5,9.5,9.0
3761026074,9.0,9.0,9.5,9.5,9.0
3761026075,9.0,9.5,8.5,9.0,9.0
3761026076,8.5,8.5,8.5,9.5,9.5
3761026077,9.0,9.5,8.5,9.5,9.5
3761026079,9.5,9.5,9.0,9.5,9.5
3761026080,8.0,8.5,7.5,9.5,9.0
3761026081,9.0,9.5,8.5,9.0,9.5
3761026082,8.5,8.0,9.0,9.0,9.0
3761026083,9.0,9.5,8.5,9.5,9.0
3761026084,9.0,9.5,8.5,9.5,9.5
3761026085,9.0,9.0,9.5,9.5,9.0
3761026086,9.0,9.0,9.0,9.5,9.5
3761026087,8.5,8.5,8.5,8.5,9.5
3761026088,9.0,8.5,9.0,9.5,9.5
3761026089,9.5,9.5,9.0,9.5,9.5
3761026090,9.0,8.5,9.0,9.5,9.5
3761026091,9.0,9.0,8.5,9.5,9.5
3761026092,8.0,8.5,7.5,9.5,9.5
3761026093,8.0,9.0,7.0,9.0,8.5
3761026094,8.0,8.0,8.0,8.5,9.0
3761026095,9.0,8.5,9.0,9.0,9.5
3761026096,9.0,9.5,8.5,9.5,9.5
3761026097,8.5,9.5,8.0,9.0,9.0
3761026098,9.0,9.0,9.0,8.5,9.0
3761026099,9.0,9.5,8.5,9.0,9.5
3761026100,8.0,9.5,7.0,9.5,8.5
3761026101,9.5,9.5,9.5,9.5,9.0
3761026102,8.5,9.5,8.5,9.5,8.5
3761026103,8.5,8.5,8.5,8.5,9.0
3761026104,9.5,9.5,9.5,9.5,9.5
3761026105,9.0,9.5,9.0,9.0,8.5
3761026106,9.0,9.0,9.5,9.5,9.0
3761026107,9.0,9.5,8.5,9.5,9.0
3761026108,9.0,8.5,9.0,9.5,9.0
3761026109,8.5,8.5,9.0,9.0,8.5
3761026110,9.0,9.5,9.0,9.5,9.0
3761026111,8.0,9.0,9.5,8.0,8.0
3761026112,9.0,8.5,9.0,9.0,9.5
3761026113,9.0,9.0,8.5,9.5,9.5
3761026114,9.0,9.0,9.0,9.0,9.5
3761026115,9.0,9.0,8.5,9.5,9.5
3761026116,9.5,9.5,9.0,9.5,9.5
3761026117,8.0,8.5,7.5,9.5,9.0
3761026118,9.0,9.5,9.0,9.0,9.0
3761026119,9.0,9.5,9.0,8.5,9.0
3761026120,9.0,9.0,8.5,9.0,9.5
3761026121,9.0,9.0,9.0,9.0,9.5
3761026122,8.5,9.5,9.0,8.5,8.5
3761026123,8.5,9.5,8.5,8.5,8.0
3761026124,8.5,9.5,8.5,8.5,8.5
3761026125,9.0,9.5,9.0,8.5,9.0
3761026126,9.0,9.0,9.5,9.5,9.0
3761026127,9.0,9.5,9.0,9.0,9.5
3761026128,9.0,9.5,8.5,9.0,9.0
3761026129,9.0,9.5,8.5,9.0,9.0
3761026130,9.0,8.5,9.5,9.5,9.0
3761026131,9.0,9.5,9.0,9.0,9.0
3761026132,9.0,9.5,8.5,9.5,9.0
3761026133,8.5,8.5,8.5,9.0,9.0
3761026134,9.0,8.5,9.0,9.5,9.5
3761026135,8.5,9.5,8.5,8.5,8.5
3761026136,8.5,8.5,8.5,8.5,9.0
3761026137,8.5,9.0,8.5,8.5,9.0
3761026138,9.0,8.5,9.0,9.5,9.5
3761026139,9.5,9.5,9.5,9.5,9.5
3761026140,9.5,9.0,9.5,9.5,9.5
3761026141,9.0,8.5,9.5,9.5,9.0
3761026142,8.5,8.5,8.5,9.5,9.0
3761026143,9.0,9.0,9.0,9.5,9.0
3761026144,9.0,9.0,9.0,9.0,9.0
3761026145,8.0,9.0,7.5,9.5,9.0
3761026146,9.0,8.5,9.0,9.5,9.5
3761026147,9.0,9.5,9.0,9.5,9.0
3761026148,8.5,8.5,8.0,8.5,9.0
3761026149,8.5,8.5,9.0,8.5,9.0
3761026150,9.0,8.5,9.0,9.0,9.0
3761026151,8.5,8.5,8.5,9.0,9.5
3761026152,9.0,9.0,9.5,9.5,9.0
3761026153,9.0,9.5,9.0,9.0,9.0
3761026154,8.5,8.5,9.0,9.5,8.5
3761144001,8.0,9.0,7.0,9.5,9.0
3761772001,9.0,9.5,8.5,9.0,9.0
3761772002,8.5,9.0,8.5,8.5,8.5
3761772003,8.0,9.5,7.5,9.5,9.0
3761772004,5.5,8.5,4.5,6.0,5.5
3761772006,8.5,8.5,8.5,9.0,9.0
3761772007,8.5,9.0,8.0,8.5,9.0
3761772008,8.5,8.5,8.5,8.5,9.0
3761772009,9.0,9.0,9.0,8.5,9.0
3761772010,8.0,9.0,7.5,8.5,9.0
3761772011,8.0,8.5,8.0,8.0,8.0
3761772012,9.0,9.0,9.0,8.5,9.0
3761772013,9.0,9.0,9.5,9.0,9.0
3761772014,9.0,9.0,9.5,9.0,9.0
3761772015,9.0,9.5,9.5,9.0,9.0
3761772016,8.0,8.5,8.0,8.0,8.5
3761772017,8.0,8.5,8.0,8.0,7.5
3761772018,8.5,8.5,8.0,8.5,8.5
3761772019,9.0,8.5,9.0,9.0,9.0
3761772020,9.0,9.5,9.0,8.5,9.0
3761772022,8.5,8.0,8.5,8.5,8.5
3761772023,8.5,9.5,8.5,8.5,8.5
3761772024,9.0,9.0,9.0,8.5,9.0
3761772025,8.5,9.5,8.5,8.5,9.0
3761772026,8.5,9.0,8.0,8.5,9.0
3761772027,7.0,8.5,6.0,7.5,8.5
3761772028,8.5,8.5,8.5,8.5,9.0
3761772029,8.5,8.5,8.5,8.0,8.5
3761772030,8.5,8.5,9.0,8.5,9.0
3761772031,8.5,9.0,8.5,8.5,9.0
3761772032,8.5,9.0,8.5,8.5,8.5
3761772033,8.5,9.5,8.5,8.5,9.0
3761772034,9.0,9.0,9.0,8.5,9.0
3761772035,8.0,9.5,7.5,8.5,9.0
3761772036,8.5,8.5,9.0,8.5,9.0
3761772037,8.5,8.5,8.5,8.5,9.0
3761772038,8.5,9.0,8.0,8.5,8.5
3761772039,8.5,9.5,8.0,8.5,8.5
3761772040,8.0,9.5,7.5,8.5,8.0
3761772041,8.0,9.0,7.5,9.0,8.0
3761772042,8.5,9.0,8.0,8.5,9.0
3761772043,8.0,9.0,7.0,8.5,8.5
3761772044,8.5,9.0,8.5,8.5,9.0
3761772045,8.5,9.5,8.0,9.0,9.0
3761772046,8.5,9.5,8.0,8.5,8.5
3761772047,3.5,9.5,3.5,3.0,4.5
3761772048,8.0,9.5,8.0,7.5,8.5
3761772049,8.5,9.5,8.5,8.0,9.5
3761772050,7.5,9.0,7.5,7.5,9.0
3761772051,8.0,9.0,7.5,8.0,8.5
3761772052,8.5,8.5,8.5,9.0,8.5
3761772053,9.0,9.0,9.0,8.5,9.0
3761772054,8.5,9.5,8.5,8.5,8.0
3761772055,8.0,9.5,8.0,7.5,8.5
3761772056,8.5,8.5,8.5,8.5,8.5
3761772057,7.5,9.0,7.0,7.5,8.5
3761772058,8.5,8.5,8.0,8.5,9.0
3761772059,6.5,9.0,6.5,6.0,8.0
3761772060,6.5,8.5,6.0,6.5,8.0
3761772061,8.5,9.0,8.5,9.0,8.5
