Identifier,Grade,Grade_Ground_Truth,Centering,Centering_Ground_Truth,Surface,Surface_Ground_Truth,Corners,Corners_Ground_Truth,Edges,Edges_Ground_Truth
3734194031,8.0,9.5,9.0,9.0,6.0,9.5,9.0,9.5,8.5,9.5
3734194032,8.0,9.0,9.0,9.5,6.0,9.5,9.0,9.0,8.5,9.0
3734194033,8.0,9.0,9.0,8.5,6.5,10.0,9.0,9.0,8.5,10.0
3734194036,8.0,9.0,9.0,8.5,6.0,9.5,9.0,9.5,8.5,9.0
3734194037,8.0,8.5,9.0,8.5,6.0,9.5,9.0,8.0,8.5,8.5
3734194044,8.0,9.5,9.0,9.5,6.0,10.0,9.0,10.0,8.0,9.5
3734194045,8.0,9.5,9.0,9.5,6.0,9.5,9.0,9.5,8.5,10.0
3734194046,8.0,9.5,9.0,9.5,6.0,9.0,9.0,9.5,8.0,9.5
3734194047,8.0,9.0,9.0,9.5,6.0,9.5,9.0,9.0,8.0,9.0
3734194048,8.0,9.5,9.0,9.5,6.0,9.5,9.0,9.5,8.5,10.0
3734194052,8.0,9.0,9.0,8.5,6.0,9.0,9.0,8.0,9.0,9.5
3734194055,8.0,9.5,9.0,9.5,5.5,9.5,9.0,9.5,8.5,10.0
3734194059,8.0,9.0,9.0,9.5,6.0,8.5,9.0,10.0,8.5,10.0
3734194060,8.0,9.0,9.0,9.0,6.0,9.0,9.0,9.5,8.5,9.5
3734194063,8.0,9.5,9.0,10.0,5.5,10.0,9.0,9.5,8.5,9.5
3734194064,8.0,9.5,9.0,9.0,6.0,10.0,9.0,9.5,8.5,9.5
3734194065,8.0,9.5,9.0,9.0,6.0,10.0,9.0,9.5,8.5,10.0
3734194071,9.0,9.5,9.0,10.0,8.0,9.5,9.0,9.5,9.0,9.5
3734194072,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.0,9.0,10.0
3734194077,9.0,9.5,9.0,9.5,8.0,9.0,9.0,9.5,9.0,10.0
3734194078,9.0,9.5,9.0,9.5,8.0,10.0,9.0,9.0,9.0,10.0
3734194086,9.0,9.5,9.0,9.5,7.5,9.5,9.0,9.0,9.0,10.0
3734194091,9.0,8.5,9.0,8.5,8.0,9.5,9.0,8.5,9.0,9.5
3734194092,9.0,9.0,9.0,9.5,8.0,9.0,9.0,8.5,9.0,10.0
3734194093,9.0,9.5,9.0,10.0,8.0,9.0,9.0,9.5,9.0,9.5
3734194103,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,9.0,10.0
3734194115,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,9.0,9.5
3734194117,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.5
3734194118,9.0,8.5,9.0,10.0,8.0,10.0,9.0,8.0,9.0,9.0
3734194119,8.5,8.0,9.0,9.0,7.5,7.5,9.0,9.0,8.5,9.5
3734194123,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.5,9.0,10.0
3746658003,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,8.5,9.5
3746658004,9.0,9.0,9.0,9.5,8.0,9.0,9.0,9.0,8.5,9.5
3746658007,9.0,8.5,9.0,8.5,8.0,8.0,9.0,9.5,9.0,9.5
3746960002,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5
3746960003,9.0,9.0,9.0,10.0,9.0,8.5,9.0,10.0,9.0,9.5
3746960005,8.0,9.5,9.0,9.5,6.0,9.5,9.0,9.5,8.5,9.5
3746960010,8.5,8.5,9.0,8.5,8.0,8.5,8.5,9.0,8.5,9.5
3746960011,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5
3746960012,9.0,9.5,9.0,9.5,8.5,9.0,9.0,9.5,9.0,9.5
3746960013,9.0,9.0,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.5
3749676002,9.0,9.5,9.0,10.0,9.0,9.5,8.5,10.0,9.0,9.5
3749676011,9.0,7.5,9.0,8.5,8.0,6.5,9.0,9.5,9.0,9.5
3749676013,9.0,9.0,9.0,8.5,8.5,9.5,9.0,10.0,9.0,9.5
3749676014,9.0,8.5,9.0,8.5,9.0,8.0,9.0,10.0,8.5,10.0
3749676015,9.0,9.5,9.0,9.5,8.5,9.5,9.0,10.0,9.0,10.0
3749676017,9.0,10.0,9.0,10.0,8.5,9.5,9.0,10.0,9.0,10.0
3749975002,8.0,8.5,9.0,8.5,6.0,8.5,9.0,9.5,8.5,9.5
3749975006,8.0,7.0,9.0,8.0,6.0,8.0,9.0,7.0,8.5,6.0
3749975007,8.0,7.5,9.0,8.5,5.0,7.5,9.0,8.5,8.5,7.5
3749975009,8.0,7.5,9.0,8.5,5.5,6.5,9.0,8.5,8.0,8.5
3750017006,8.0,8.5,9.0,9.5,7.0,9.0,8.0,8.0,8.5,9.0
3750017012,8.5,9.0,9.0,9.5,7.5,9.0,9.0,8.5,8.5,9.5
3750017013,8.0,9.0,9.0,9.0,7.0,9.0,8.0,9.5,8.0,9.5
3750017017,8.0,9.5,9.0,9.5,7.0,9.5,8.5,9.5,8.0,9.5
3750017023,8.5,9.0,9.0,8.5,8.0,9.0,8.5,9.5,8.0,9.5
3750017028,8.5,9.0,9.0,8.5,7.5,9.5,8.5,9.0,9.0,9.5
3750017030,8.5,9.0,9.0,9.0,7.5,9.5,8.5,9.0,8.5,9.5
3750017032,8.0,9.0,9.0,9.0,7.0,9.5,8.0,9.0,8.5,9.5
3750017033,8.5,9.5,9.0,9.5,8.0,9.5,8.5,9.0,8.5,9.5
3750017039,8.5,9.5,9.0,9.5,8.0,9.5,8.5,9.5,8.5,9.5
3750017040,8.5,9.5,9.0,9.5,7.5,9.5,8.5,9.5,8.5,9.0
3750017042,8.0,9.0,9.0,9.5,7.5,9.5,8.0,9.0,8.5,9.0
3750017045,8.0,9.0,9.0,9.5,7.0,9.5,8.0,9.0,8.0,9.0
3750017052,8.0,8.0,9.0,9.5,7.5,7.0,8.0,9.0,8.0,9.0
3750017053,8.0,9.0,9.0,10.0,8.0,9.5,8.0,8.5,8.0,9.5
3750017055,8.0,9.0,9.0,9.0,7.5,9.5,8.0,9.0,8.0,8.5
3750017056,8.0,9.0,9.0,9.5,7.0,9.5,8.0,9.0,8.0,9.0
3750017067,9.0,9.0,9.0,9.0,8.0,9.5,9.0,9.0,9.0,9.5
3750017072,8.5,9.5,9.0,9.5,7.5,9.5,8.5,9.0,8.5,9.5
3750017073,8.5,9.5,9.0,9.0,8.0,9.5,8.5,9.5,8.5,9.5
3750017076,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,9.0,9.5
3750017078,8.5,8.5,9.0,9.5,8.0,8.5,8.5,8.5,8.5,8.5
3751634003,8.5,8.5,9.0,9.0,7.0,9.5,9.0,8.0,9.0,8.5
3751634008,9.0,9.0,9.0,9.0,7.5,9.5,9.0,9.5,9.0,9.0
3751787002,8.5,7.5,9.0,8.5,8.0,6.5,8.5,8.0,8.5,8.5
3751787003,8.0,9.0,9.0,9.0,8.0,9.5,8.0,8.5,8.0,9.0
3751787006,8.5,8.5,9.0,10.0,8.0,8.5,8.5,8.5,8.5,8.5
3751787010,9.0,10.0,9.0,10.0,9.0,9.5,9.0,10.0,9.0,10.0
3753795003,9.0,8.5,9.0,9.0,8.5,8.5,9.0,8.5,9.0,8.5
3753795005,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5,9.0,10.0
3753795009,8.5,4.5,9.0,9.5,8.0,3.5,8.5,7.0,8.5,7.0
3753795014,8.5,8.5,9.0,9.0,8.0,8.5,8.5,9.0,8.5,8.5
3753795019,8.5,8.5,9.0,8.5,8.0,8.0,8.0,8.5,8.5,9.0
3753795033,8.0,8.5,9.0,9.0,8.0,9.0,8.0,8.0,8.0,8.5
3753795036,8.5,9.0,9.0,9.5,8.0,9.0,8.5,8.5,8.5,9.0
3753795037,8.5,6.5,9.0,9.5,8.0,6.0,8.0,6.5,8.5,7.0
3753795038,8.5,6.5,9.0,9.5,8.0,5.5,8.0,6.5,8.5,7.0
3753795040,8.5,8.0,9.0,9.0,8.0,8.0,8.5,8.0,8.5,9.0
3753795048,8.5,8.0,9.0,9.0,8.0,8.0,8.5,8.0,8.5,8.0
3753795050,8.0,7.5,9.0,9.5,8.0,6.5,8.0,8.5,8.0,8.5
3753795053,8.5,8.0,9.0,8.5,8.0,9.0,8.0,8.0,8.5,7.5
3753795055,8.5,8.5,9.0,9.5,8.0,8.5,8.0,9.0,8.5,8.5
3754601001,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5,9.0,9.5
3754601006,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5,9.0,9.5
3754601007,9.0,9.0,9.0,8.5,9.0,9.5,9.0,10.0,9.0,9.5
3754601010,9.0,9.0,9.0,8.5,9.0,9.0,9.0,10.0,9.0,9.5
3754601011,9.0,8.5,9.0,8.5,8.5,9.5,9.0,9.0,9.0,8.5
3754601012,9.0,9.0,9.0,9.0,8.5,9.5,9.0,9.0,9.0,8.5
3754601013,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,8.5
3754601014,9.0,9.0,9.0,8.5,8.0,9.0,9.0,9.5,9.0,9.5
3754601018,9.0,9.0,9.0,8.5,8.5,9.5,9.0,9.5,9.0,9.5
3754601020,9.0,9.0,9.0,8.5,8.0,9.5,9.0,10.0,8.5,9.5
3754601024,9.0,9.0,9.0,8.5,8.5,9.0,9.0,9.5,9.0,9.5
3754601025,8.5,9.0,9.0,8.5,8.0,9.5,8.5,9.5,8.5,9.5
3754601029,9.0,9.0,9.0,8.5,9.0,9.5,9.0,9.5,9.0,9.5
3754601030,9.0,8.5,9.0,8.5,9.0,8.5,9.0,9.5,9.0,9.0
3754601032,9.0,9.5,9.0,9.0,9.0,9.5,9.0,10.0,9.0,9.5
3754601035,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5
3754987001,9.0,9.0,9.0,9.5,8.0,8.5,9.0,9.0,9.0,9.5
3754987002,9.0,9.5,9.0,9.5,8.0,9.0,9.0,10.0,9.0,9.5
3754987003,9.0,8.5,9.5,8.5,8.0,8.0,9.0,9.0,9.0,9.5
3754987006,9.0,7.5,9.5,9.5,8.0,6.5,9.5,8.0,9.0,9.0
3754987007,9.0,9.0,9.5,9.5,8.0,9.0,9.0,9.5,9.0,9.0
3755106001,9.0,8.5,9.0,9.5,8.0,8.5,8.5,8.0,9.0,9.5
3755106007,9.0,9.0,9.0,8.5,8.5,9.0,9.0,9.5,9.0,9.5
3755106008,8.5,7.5,9.0,9.5,8.0,6.5,8.5,8.0,8.5,7.5
3755106011,9.0,7.5,9.0,9.5,8.0,8.0,9.0,6.5,8.5,8.5
3755106013,8.5,6.5,9.0,9.0,8.0,8.5,8.5,5.5,8.5,9.0
3755106014,8.5,8.0,9.0,9.0,8.0,8.0,8.5,8.0,8.5,9.0
3755106016,8.5,8.0,9.0,9.5,8.0,8.0,8.5,7.0,8.5,8.5
3755106017,9.0,8.0,9.0,8.5,8.0,9.0,9.0,7.0,8.5,9.0
3755106018,8.0,8.0,9.0,9.0,7.5,7.0,8.0,8.5,8.0,8.5
3755106021,9.0,8.0,9.0,8.5,8.0,8.5,9.0,8.5,9.0,7.5
3756144007,9.0,7.0,9.5,8.5,8.0,8.0,9.5,7.0,9.0,7.0
3756144009,8.0,5.0,9.0,9.0,6.0,5.0,9.0,5.0,8.5,6.5
3756144015,9.0,9.0,9.0,9.0,7.5,8.5,9.5,9.5,9.0,9.5
3756144017,9.0,9.5,9.5,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3756144020,9.0,9.5,9.0,9.5,8.0,9.0,9.0,9.5,9.0,9.5
3756144023,9.0,8.0,9.0,9.5,8.0,7.5,9.5,9.5,9.0,9.5
3756144030,9.0,9.5,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3756144038,8.5,8.5,9.0,9.5,7.0,8.0,9.0,9.0,9.0,8.5
3756144041,9.0,8.5,9.0,9.0,8.0,8.0,9.5,9.0,9.0,9.0
3756144049,8.0,8.5,9.0,9.0,6.0,8.0,9.0,9.0,8.5,8.5
3756144056,9.0,8.5,9.5,9.0,8.0,8.5,9.5,8.0,9.0,8.5
3756144060,8.0,8.5,9.0,9.0,6.0,8.0,9.0,8.5,8.5,8.5
3756144061,8.0,8.0,9.0,8.5,6.0,7.0,9.0,8.5,8.5,8.5
3756217002,8.5,9.0,9.0,9.5,8.0,9.5,8.5,9.0,8.0,9.0
3756217005,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0
3756217006,8.5,9.0,9.0,9.0,8.0,8.5,8.5,9.0,8.5,9.5
3756217007,8.5,9.0,9.0,9.5,8.0,9.0,8.5,9.0,8.5,9.0
3756217008,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.0,9.0,9.0
3756217016,8.5,5.5,9.0,9.0,8.0,4.5,8.5,7.0,8.5,7.0
3756217019,9.0,7.0,9.5,9.5,8.0,6.0,9.0,9.5,9.0,9.0
3756217027,8.0,9.5,9.0,9.5,6.0,9.0,9.0,9.5,8.5,9.5
3756217030,8.5,8.0,9.0,9.0,8.0,7.0,8.5,8.0,8.5,8.5
3756513001,9.0,9.0,9.0,8.5,7.5,9.0,9.0,9.5,9.0,9.5
3756513007,9.0,9.5,9.5,9.5,8.0,9.5,9.0,9.0,9.0,9.5
3756513008,9.0,9.0,9.5,9.5,8.0,9.5,9.0,9.0,9.0,9.0
3756513016,9.0,9.5,9.0,9.5,8.0,10.0,9.0,9.5,9.0,10.0
3756513027,9.0,7.5,9.0,9.5,8.0,9.0,9.5,7.5,9.0,7.5
3756513036,9.0,9.0,9.0,8.5,7.5,9.5,9.0,9.5,9.0,9.5
3756513037,9.0,10.0,9.0,10.0,8.5,10.0,9.5,9.5,9.0,10.0
3756513040,9.0,8.5,9.5,8.5,8.0,9.0,9.5,8.0,9.0,8.5
3756513042,9.0,9.0,9.0,8.5,8.0,9.0,9.5,9.5,9.0,9.0
3756513043,9.0,9.0,9.0,9.0,8.0,9.0,9.5,10.0,9.0,9.5
3756513044,9.0,9.5,9.0,9.0,8.0,9.5,9.5,10.0,9.0,9.5
3756513045,9.0,9.5,9.5,9.5,8.0,9.0,9.0,9.5,9.0,9.5
3756513051,9.0,9.5,9.5,10.0,8.0,9.5,9.5,9.5,9.0,9.5
3756513056,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.0,9.5
3756513061,9.0,9.5,9.5,10.0,8.0,9.5,9.5,10.0,9.0,9.5
3756513063,9.0,9.5,9.0,9.5,8.0,9.5,9.0,10.0,9.0,9.5
3756513068,9.0,9.0,9.0,8.5,8.0,9.0,9.5,9.5,9.0,9.0
3756513074,9.0,9.5,9.0,9.0,8.5,10.0,9.5,10.0,9.0,9.5
3756513081,9.0,9.5,9.5,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3756513083,9.0,9.0,9.5,9.0,8.0,9.5,9.5,9.5,9.0,9.0
3756513086,9.0,9.0,9.0,8.5,8.5,9.5,9.5,9.5,9.0,10.0
3756513087,9.0,8.5,9.0,8.5,8.0,8.5,9.5,9.0,9.0,9.0
3756513089,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3756513093,9.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.0,9.5
3756513096,9.0,8.5,9.0,9.0,9.0,9.0,9.5,8.5,9.0,8.5
3756513101,8.5,7.5,9.0,9.5,7.0,6.5,9.0,9.5,9.0,9.0
3756513109,9.0,9.0,9.0,9.0,7.5,8.5,9.0,9.5,9.0,9.5
3756513115,9.0,9.5,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3756513116,9.0,9.0,9.0,9.0,8.0,9.0,9.5,9.5,9.0,9.5
3756513127,8.5,8.5,9.0,8.5,7.0,8.0,9.0,9.0,8.5,9.0
3756513128,9.0,9.5,9.0,9.5,7.5,9.5,9.0,9.5,9.0,9.0
3756513138,9.0,9.0,9.5,9.0,8.5,9.5,9.5,9.5,9.0,9.0
3756513143,9.0,10.0,9.0,10.0,8.5,9.5,9.5,10.0,9.0,10.0
3756513149,9.0,9.5,9.5,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3756624004,9.0,9.5,9.0,10.0,8.0,9.5,9.0,9.5,9.0,9.0
3756624005,9.0,9.0,9.0,9.5,8.0,9.0,9.0,9.5,9.0,9.0
3756624006,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.0
3756624008,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3756624012,9.0,9.0,9.0,8.5,8.0,9.0,9.5,9.5,9.0,9.5
3756624015,9.0,9.0,9.5,9.5,8.0,9.5,9.0,9.0,9.0,9.0
3756624017,9.0,9.0,9.0,9.0,8.5,9.5,9.5,9.5,9.0,9.0
3756624021,9.0,9.0,9.5,9.5,8.0,9.0,9.5,9.5,9.0,9.0
3756624022,9.0,9.0,9.5,9.0,8.0,8.5,9.0,9.0,9.0,9.5
3756624028,8.5,9.0,9.0,9.0,7.0,8.5,9.0,9.5,9.0,9.0
3756624035,9.0,9.5,9.5,9.5,8.5,9.5,9.5,9.5,9.0,9.5
3756624038,9.0,9.5,9.5,9.5,8.5,10.0,9.5,9.5,9.0,9.5
3756624039,9.0,9.5,9.5,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3756624041,9.0,9.5,9.5,9.5,8.5,10.0,9.5,9.5,9.0,9.5
3756624048,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0
3756624049,9.0,9.5,9.5,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3756624053,8.0,8.5,9.0,8.5,6.0,8.5,9.0,9.5,9.0,9.0
3756624055,8.0,3.5,9.0,9.0,6.0,3.5,9.0,3.5,8.5,3.5
3756624057,8.5,9.0,9.0,9.0,8.0,8.5,8.5,9.0,8.5,9.0
3756624064,9.0,9.0,9.0,9.0,8.0,9.0,9.5,9.0,9.0,9.0
3756624070,9.0,9.5,9.0,9.5,8.0,10.0,9.5,9.5,9.0,9.5
3756624071,9.0,9.5,9.0,9.5,9.0,9.0,9.5,9.5,9.0,9.5
3756624075,9.0,9.5,9.0,9.0,8.0,9.5,9.5,9.5,9.0,9.5
3756624077,9.0,9.5,9.0,9.5,9.0,9.0,9.5,9.5,9.0,9.5
3756624078,9.0,9.5,9.0,9.5,8.0,9.5,9.5,10.0,9.0,9.5
3756624081,9.0,9.5,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3756624088,9.0,9.0,9.5,9.5,8.0,8.5,9.5,9.0,9.0,9.0
3756624090,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,9.0,9.5
3756624091,9.0,9.5,9.0,9.5,8.0,9.5,9.0,10.0,9.0,10.0
3756624098,9.0,9.0,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.0
3756624106,9.0,9.5,9.0,9.0,8.0,9.5,9.0,10.0,9.0,9.5
3756624111,9.0,9.5,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3756624123,9.0,9.5,9.5,9.5,8.5,9.5,9.5,10.0,9.0,9.0
3756624125,9.0,9.0,9.5,9.5,8.5,9.5,9.5,9.0,9.0,9.0
3756624126,9.0,9.5,9.5,9.5,8.0,9.5,9.5,10.0,9.0,9.5
3756624129,9.0,9.0,9.5,9.5,8.0,9.0,9.5,9.5,9.0,9.0
3756624137,9.0,9.5,9.5,9.5,8.0,9.5,9.5,10.0,9.0,9.5
3756624140,9.0,9.5,9.5,9.5,8.0,9.5,9.0,9.5,9.0,9.0
3756624147,9.0,10.0,9.5,10.0,8.0,10.0,9.5,10.0,9.0,10.0
3756624152,9.0,9.5,9.0,9.0,8.0,9.5,9.0,9.5,9.0,9.5
3756624153,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3756624156,9.0,9.5,9.0,9.5,8.0,9.5,9.0,10.0,9.0,9.5
3756624157,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,9.0,9.5
3756624158,9.0,9.5,9.0,9.5,8.0,9.5,9.0,10.0,9.0,10.0
3756762003,9.0,9.5,9.0,9.5,8.0,10.0,9.0,9.5,9.0,10.0
3756762010,9.0,9.0,9.0,9.0,8.0,9.5,9.0,9.0,8.5,8.5
3756762014,8.5,9.5,9.0,10.0,7.5,9.5,8.5,9.0,8.5,9.5
3756762023,8.5,9.5,9.0,9.5,8.0,9.5,8.0,9.0,8.5,9.5
3756762026,8.5,9.0,9.0,8.5,7.5,9.5,8.5,9.0,8.5,9.5
3756762030,8.5,9.0,9.0,8.5,7.5,9.0,8.5,9.0,8.5,9.5
3756762031,8.0,8.5,9.0,9.5,7.0,8.5,8.0,8.5,8.5,8.5
3756762039,8.5,9.5,9.0,9.0,8.0,9.5,8.5,9.5,8.5,9.5
3756762053,8.0,9.5,9.0,9.5,7.5,9.5,8.0,9.5,8.5,9.5
3756762056,8.5,9.0,9.0,8.5,8.0,9.5,8.0,9.5,9.0,9.5
3756762057,8.5,9.5,9.0,9.0,8.0,9.5,8.0,9.5,8.5,9.5
3756762058,9.0,9.5,9.0,9.5,8.0,9.5,8.5,9.5,9.0,9.5
3756762059,8.5,9.5,9.0,9.0,8.0,10.0,8.0,9.5,8.5,9.5
3756762067,9.0,9.0,9.0,9.0,8.5,9.5,9.0,9.0,9.0,9.5
3756762068,9.0,9.0,9.0,8.5,8.0,9.5,9.0,9.0,8.5,10.0
3756762071,9.0,6.0,9.0,9.0,8.5,5.0,9.0,9.5,9.0,9.5
3756762085,9.0,9.5,9.0,9.0,9.0,9.5,9.0,9.5,9.0,9.5
3756762087,9.0,9.5,9.5,9.0,8.0,9.5,9.0,10.0,9.0,9.5
3756762091,9.0,9.0,9.0,9.5,9.0,8.5,9.5,9.5,9.0,9.5
3756762093,9.0,9.5,9.0,9.5,8.0,9.5,9.0,9.5,9.0,9.5
3756762100,9.0,9.5,9.0,9.5,8.0,9.0,9.5,9.5,9.0,9.5
3756762102,9.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.0,9.0
3756762103,9.0,9.5,9.0,9.5,8.0,9.5,9.5,9.5,9.0,9.5
3756916002,8.5,9.0,9.0,9.5,8.0,9.0,8.5,9.0,8.0,9.0
3756916003,8.5,9.0,9.0,8.5,8.0,9.0,8.5,9.0,8.0,9.0
3756916005,8.5,8.5,9.0,8.5,8.0,8.5,8.5,9.0,8.0,9.0
3756916007,8.5,8.5,9.0,8.5,8.0,8.5,8.5,9.0,8.5,8.5
3756916009,8.5,8.5,9.0,9.0,8.0,8.0,8.5,9.0,8.0,9.0
3756916010,8.5,8.5,9.0,8.5,8.0,8.5,8.5,8.5,8.0,9.0
3756916011,8.5,8.5,9.0,8.5,8.0,9.0,8.5,8.5,8.0,9.0
3756916014,8.5,8.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,8.0
3756916016,8.5,8.5,9.0,8.5,8.0,8.5,9.0,9.0,8.0,8.5
3756916020,8.5,9.0,9.0,9.0,8.0,8.5,8.5,9.0,8.5,9.5
3756916026,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.5,8.5,9.0
3756916029,9.0,8.5,9.0,9.0,8.0,8.0,8.5,9.0,9.0,9.0
3756916035,9.0,8.5,9.0,8.5,8.5,8.5,9.0,9.0,8.5,8.5
3756916042,9.0,9.0,9.0,9.5,8.0,9.0,9.0,8.5,8.5,9.0
3756916048,8.5,8.5,9.0,9.5,8.0,8.5,8.5,9.0,8.5,8.5
3756916052,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.0,9.0,9.5
3756916056,9.0,8.0,9.0,9.0,9.0,8.0,9.0,8.0,8.5,7.5
3756916061,9.0,8.5,9.0,8.5,9.0,8.5,9.0,9.0,9.0,8.5
3756916062,9.0,8.5,9.0,8.5,9.0,8.5,9.0,9.0,9.0,8.5
3756916063,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0
3756916064,9.0,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0
3756916067,9.0,8.5,9.0,9.5,9.0,8.0,9.0,8.5,9.0,8.5
3756916070,9.0,8.5,9.0,9.0,8.5,8.5,9.0,9.0,9.0,8.5
3756916074,9.0,8.5,9.0,8.5,8.5,8.5,9.0,9.0,9.0,8.5
3756916075,9.0,8.5,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0
3756916076,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,9.5
3756916078,9.0,8.5,9.0,9.0,8.5,8.5,9.0,8.5,9.0,8.5
3756916079,9.0,8.5,9.0,9.0,8.5,8.5,9.0,8.5,9.0,9.0
3756916087,9.0,8.5,9.0,8.0,9.0,8.5,9.0,8.5,9.0,8.5
3756916088,9.0,8.5,9.0,8.5,9.0,8.5,9.0,9.0,9.0,9.0
3756916092,9.0,8.5,9.0,8.5,8.5,8.5,9.0,8.5,9.0,9.0
3756916096,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,8.5,9.0
3756916097,9.0,8.5,9.0,8.5,8.5,8.5,9.0,8.5,9.0,9.0
3756916098,9.0,8.5,9.0,8.5,8.5,8.5,9.0,9.0,9.0,9.0
3756916100,9.0,8.0,9.0,9.5,8.5,7.5,9.0,8.5,9.0,8.5
3756916101,9.0,9.0,9.0,9.5,8.5,9.0,9.0,9.0,9.0,9.0
3756916106,9.0,9.0,9.0,9.0,7.5,9.0,9.0,9.0,9.0,8.5
3757764008,8.5,8.5,9.0,9.5,8.0,8.0,8.5,8.5,8.5,8.5
3757764009,8.0,6.0,9.0,8.5,6.5,5.0,9.0,9.0,8.5,8.0
3757764014,8.0,9.0,9.0,9.5,7.5,8.5,8.0,9.5,8.5,9.5
3757764021,8.0,8.0,9.0,9.5,6.5,7.0,9.0,9.0,8.5,9.0
3757764022,8.5,7.5,9.0,9.5,8.0,6.5,8.5,9.0,8.5,9.0
3757764023,8.5,8.5,9.0,9.5,8.0,8.5,8.5,8.5,8.5,9.0
3757764024,8.5,7.5,9.0,9.0,8.0,6.5,8.5,8.5,8.5,8.5
3757764026,8.0,5.5,9.0,8.5,5.5,5.5,9.0,5.5,8.5,6.0
3757764027,8.5,7.0,9.0,9.0,8.0,6.0,8.5,7.5,8.5,8.0
3757764028,9.0,9.0,9.5,9.5,8.5,8.5,9.5,10.0,9.0,9.5
3757764030,9.0,8.5,9.0,9.5,8.0,8.5,9.0,8.5,9.0,8.0
3757764033,9.0,8.0,9.0,10.0,8.5,7.5,9.5,9.5,9.0,9.5
3757764034,9.0,9.5,9.0,9.5,8.5,9.5,9.5,10.0,9.0,10.0
3757764035,8.0,6.0,9.0,9.0,6.0,7.5,9.0,6.0,8.5,6.0
3757764041,9.0,7.5,9.0,9.5,8.0,6.5,8.5,8.5,9.0,8.5
3757764044,8.0,8.0,9.0,8.5,8.0,7.0,8.0,8.5,8.0,9.5
3757764046,8.5,9.0,9.0,9.5,8.0,8.5,8.5,9.0,8.5,9.0
3757764054,8.5,9.0,9.0,9.5,8.0,9.0,8.0,10.0,8.5,9.0
3757764055,8.5,9.0,9.0,9.0,8.0,8.5,8.5,9.5,8.0,9.0
3757764056,8.5,9.0,9.0,9.5,8.0,8.5,8.5,9.5,8.5,9.0
3757764057,8.5,9.0,9.0,9.5,8.0,8.5,8.0,9.5,8.5,9.0
3757764063,8.5,9.0,9.0,9.5,8.0,9.0,8.0,9.0,8.5,9.0
3757764067,8.5,8.5,9.0,9.5,8.0,9.0,8.5,9.0,8.5,8.0
3757764072,8.5,9.0,9.0,9.5,8.0,9.0,8.5,9.0,8.5,8.5
3757764074,8.5,9.0,9.0,9.5,8.0,9.0,8.5,9.0,8.5,9.0
